,statement,choice
0, he kept shoe in the fridge ,"#statement:  he kept shoe in the fridge 

        Select the most corresponding reason why this statement is against common sense:
        A. fridge is more expensive than shoes
B. shoe is used to wear not for eating
C. shoe rack is used to keep all type of shoes
        choice: 
         B"
0, Carol turned on the potato ,"#statement:  Carol turned on the potato 

        Select the most corresponding reason why this statement is against common sense:
        A. Carol eats the potato
B. A potato can't be turned on
C. potatoes can be used to make electricity
        choice: 
         B)A potato cannot turn into a light bulb or any other electrical device, so it does not have an ""on"" switch"
0, she got off the cruise ship at the crossroad ,"#statement:  she got off the cruise ship at the crossroad 

        Select the most corresponding reason why this statement is against common sense:
        A. Cruise ships never stop
B. cruise ships don't have people on them
C. There are no crossroads in the sea
        choice: 
         (A)"
0, he purchased lime and cement to prepare sandwiches for dinner ,"#statement:  he purchased lime and cement to prepare sandwiches for dinner 

        Select the most corresponding reason why this statement is against common sense:
        A. lime and cement has some inedible chemicals
B. general supermarkets don't sell lime and cement
C. cement is made from lime and limestone
        choice: 
         (A)"
0, shirts are clothes that birds wear ,"#statement:  shirts are clothes that birds wear 

        Select the most corresponding reason why this statement is against common sense:
        A. clothes keep people warm
B. the birds eat worms
C. birds don't need clothes
        choice: 
         C) Birds do not typically wear clothing, so it does not make logical or practical senses for them to ""wear"" anything like humans including Shirt"
0, He wears an umbrella on his head. ,"#statement:  He wears an umbrella on his head. 

        Select the most corresponding reason why this statement is against common sense:
        A. People don't wear umbrellas on their heads.
B. Umbrellas are opened outside.
C. umbrella is made of plastic.
        choice: 
         (A)People do not typically carry or use a physical object like an open parachute while walking, running errands in public places such as grocery stores and restaurants because it"
0, The sun is very cold. ,"#statement:  The sun is very cold. 

        Select the most corresponding reason why this statement is against common sense:
        A. The average temperature of the sun of 5.778 K can be considered hot.
B. The sun is often considered as being yellow.
C. Sun can melt cold ice
        choice: 
         (A)"
0, he carried a whale in his car ,"#statement:  he carried a whale in his car 

        Select the most corresponding reason why this statement is against common sense:
        A. he drove his car to see the whale
B. a whale is much bigger than his car
C. a whale can't drive his car
        choice: 
         B"
0, He went to fishing in the Jeep to the desert. ,"#statement:  He went to fishing in the Jeep to the desert. 

        Select the most corresponding reason why this statement is against common sense:
        A. fishing can be done on the lake only.
B. desert is full of sand
C. Jeep is used to commute on road
        choice: 
         (D) All above"
0, the ripe apples taste spicy ,"#statement:  the ripe apples taste spicy 

        Select the most corresponding reason why this statement is against common sense:
        A. I ate a ripe apple after having spicy food
B. apples have no spicy ingredients
C. the apples are very delicious
        choice: 
         B"
0, the two-years-old baby drove her father daycare ,"#statement:  the two-years-old baby drove her father daycare 

        Select the most corresponding reason why this statement is against common sense:
        A. the baby is curious about driving
B. the baby don't want to learn to drive
C. the baby isn't of age to drive
        choice: 
         C) The Baby Isn’t Of Age To Drive"
0, I can drink bleach instead of water ,"#statement:  I can drink bleach instead of water 

        Select the most corresponding reason why this statement is against common sense:
        A. I use bleach to clean the water in the pool
B. If you drink bleach you'll die because it's a chemical product
C. if you do not drink water, you'll die
        choice: 
         B"
0, She went for a run on the Sun. ,"#statement:  She went for a run on the Sun. 

        Select the most corresponding reason why this statement is against common sense:
        A. The Sun is on another planet
B. The Sun is too hot to run on.
C. The Sun is over 100,00 miles away.
        choice: 
         B)The sun if far too hout o be able tp ran ont"
0, the room is a nice place to jog ,"#statement:  the room is a nice place to jog 

        Select the most corresponding reason why this statement is against common sense:
        A. he likes to go jogging after leaving room
B. The room cannot jog
C. you cannot go jogging in a room
        choice: 
         (A)"
0, The black owl is red ,"#statement:  The black owl is red 

        Select the most corresponding reason why this statement is against common sense:
        A. Large owls are usually black
B. If the owl is black then it cannot be read
C. black owls blend in with the night
        choice: 
         B)If the owe lis blac k,then i tcannotbe re ad"
0," Yesterday, a dinosaur chased me. ","#statement:  Yesterday, a dinosaur chased me. 

        Select the most corresponding reason why this statement is against common sense:
        A. There are no living dinosaurs.
B. Dinosaurs can't drive cars.
C. Dinosaurs never eat humans
        choice: 
         B"
0, My son placed his school locker on his dresser. ,"#statement:  My son placed his school locker on his dresser. 

        Select the most corresponding reason why this statement is against common sense:
        A. Dressers are usually brown with handles while school lockers are usually grey.
B. A dresser is much bigger than a school locker.
C. A school locker can eat a dresser during school hours.
        choice: 
         (D) All of above"
0, the farmers live on a cloud ,"#statement:  the farmers live on a cloud 

        Select the most corresponding reason why this statement is against common sense:
        A. clouds are floating in the air
B. cloud has water which people live on
C. no one lives in the air
        choice: 
         B"
0, Wallets are typically used to hold spider eggs and denim. ,"#statement:  Wallets are typically used to hold spider eggs and denim. 

        Select the most corresponding reason why this statement is against common sense:
        A. The wallet is made of leather.
B. Wallets are used for financial security.
C. Spiders may creep on denim.
        choice: 
         (A)"
0, Janitors create financial models for their company ,"#statement:  Janitors create financial models for their company 

        Select the most corresponding reason why this statement is against common sense:
        A. janitors can use easy financial models
B. Most janitors do not create financial models for their company
C. Janitors cannot eat Financial models
        choice: 
         B"
0, She took a live giraffe from the shelf. ,"#statement:  She took a live giraffe from the shelf. 

        Select the most corresponding reason why this statement is against common sense:
        A. Giraffes are always oranges while shelves are made of wood.
B. A giraffe cannot read a book.
C. A giraffe is much larger than a bookcase.
        choice: 
         (D) All of these options"
0, She put a child into the oven ,"#statement:  She put a child into the oven 

        Select the most corresponding reason why this statement is against common sense:
        A. The kid bought the oven yesterday
B. Ovens shouldn't be used by children
C. it is dangerous to put kids into the oven
        choice: 
         C) It is Dangerous To Put Kids Into An Oven"
0, She cut down the grass with a chainsaw ,"#statement:  She cut down the grass with a chainsaw 

        Select the most corresponding reason why this statement is against common sense:
        A. A chainsaw is made of metal
B. A chainsaw may hurt someone
C. A chainsaw is commonly used for cutting down large trees
        choice: 
         B"
0, he swam on the track ,"#statement:  he swam on the track 

        Select the most corresponding reason why this statement is against common sense:
        A. a person cannot swim in the air
B. a person cannot swim on the land
C. a person cannot swim in space
        choice: 
         B)a person cannot swim on the land"
0, This girl made a horrible time-lapse ,"#statement:  This girl made a horrible time-lapse 

        Select the most corresponding reason why this statement is against common sense:
        A. The time-lapse was very well made and looks great
B. A time-lapse is bad when it's blurry
C. Don't move the camera too much
        choice: 
         (A)"
0, the little girl howled at the wolf ,"#statement:  the little girl howled at the wolf 

        Select the most corresponding reason why this statement is against common sense:
        A. both little girls and wolves need to sleep
B. little girls are sacred when facing a wolf and can not howl
C. the little girl was watching a movie about wolves
        choice: 
         B) Little Girls Are Sacred When Facing Wolves And Can Not Howle"
0, He wrote a book by breaking his pen. ,"#statement:  He wrote a book by breaking his pen. 

        Select the most corresponding reason why this statement is against common sense:
        A. The book is white while the pen has no color.
B. The book can only be made with his hands.
C. The pen broke after the book was written.
        choice: 
         (D) All of above"
0, I oiled the floors. ,"#statement:  I oiled the floors. 

        Select the most corresponding reason why this statement is against common sense:
        A. Oil is slippery.
B. Oiling the floors will make the floors dirty.
C. Oil is used in cooking.
        choice: 
         (A)"
0, He turned on the TV with the VCR. ,"#statement:  He turned on the TV with the VCR. 

        Select the most corresponding reason why this statement is against common sense:
        A. A VCR cannot control a TV's power
B. A TV is not connected to a VCR
C. The broken TV can not be turned on.
        choice: 
         (A)"
0, the man put on his airplane ,"#statement:  the man put on his airplane 

        Select the most corresponding reason why this statement is against common sense:
        A. airplanes are always fly in the sky
B. an airplane is bigger than a person
C. a person cannot wear an airplane
        choice: 
         (A)airplaines ar ethey floy i nthe sk y"
0, The woman dyes her feet every six weeks at the salon. ,"#statement:  The woman dyes her feet every six weeks at the salon. 

        Select the most corresponding reason why this statement is against common sense:
        A. He put his feet on the dye
B. Dye on feet is not pretty.
C. Women don't dye their feet.
        choice: 
         (D) All of above"
0," if you break the law, you will receive a reward ","#statement:  if you break the law, you will receive a reward 

        Select the most corresponding reason why this statement is against common sense:
        A. the law is unreasonable
B. breaking the law is punishable
C. the reward is issued by the government
        choice: 
         (A) The Law Is Unreasonable"
0, The Pokemon caught Ash ,"#statement:  The Pokemon caught Ash 

        Select the most corresponding reason why this statement is against common sense:
        A. Ash likes Pokemon very much
B. Pokemon can't catch other Pokemon
C. Pokemon only appears in the game
        choice: 
         ( ) B"
0, the person was connected to the mixing console ,"#statement:  the person was connected to the mixing console 

        Select the most corresponding reason why this statement is against common sense:
        A. a person is organic while a mixing console is mechanical
B. there is no way for a person to plug into a mixing console
C. some people like playing the mixing console
        choice: 
         (A)"
0, I use grass to cut my weed whacker. ,"#statement:  I use grass to cut my weed whacker. 

        Select the most corresponding reason why this statement is against common sense:
        A. Grass cannot cut a weed whacker.
B. Grass is green and the weed whacker is red.
C. Grass isn't sharp enough to cut a weed whacker
        choice: 
         (A)"
0, He buy a planet. ,"#statement:  He buy a planet. 

        Select the most corresponding reason why this statement is against common sense:
        A. A planet is much bigger than a person.
B. You can't buy a planet even with all the money in the world.
C. Planet is a large round object in the space.
        choice: 
         (A)"
0, A fan can sleep ,"#statement:  A fan can sleep 

        Select the most corresponding reason why this statement is against common sense:
        A. A fan doesn't get tired and cannot sleep
B. Fan has no brain but a person has a brain
C. A fan stops when we cut electricity
        choice: 
         (A)"
0, one hundred people enter in the car ,"#statement:  one hundred people enter in the car 

        Select the most corresponding reason why this statement is against common sense:
        A. Cars have four wheels
B. The car cant fit one hundred people
C. There are hundreds of people and cars
        choice: 
         B"
0, I ride a car on the ocean ,"#statement:  I ride a car on the ocean 

        Select the most corresponding reason why this statement is against common sense:
        A. the ocean is much bigger than a car
B. the ocean is water which means cars don't water
C. my house is located about four hours from the ocean by car
        choice: 
         (A) The Ocean Is Much Bigger Than Car"
0, You can ride the subway in the country. ,"#statement:  You can ride the subway in the country. 

        Select the most corresponding reason why this statement is against common sense:
        A. Subways are a fast way to travel.
B. There are no subways in the country.
C. There are subways around the world.
        choice: 
         B"
0, She put a cat in the cup. ,"#statement:  She put a cat in the cup. 

        Select the most corresponding reason why this statement is against common sense:
        A. Cats are usually black and white while the cups are transparent.
B. A cat is much larger than a cup.
C. Cats do not drink water in the glass.
        choice: 
         (A)"
0, He used the mop to clean the carpet. ,"#statement:  He used the mop to clean the carpet. 

        Select the most corresponding reason why this statement is against common sense:
        A. The carpet touches like mops.
B. Old carpets can use as mops.
C. Carpets cannot be cleaned with mops.
        choice: 
         (D) All of above"
0, the mobile phone is one of the food ,"#statement:  the mobile phone is one of the food 

        Select the most corresponding reason why this statement is against common sense:
        A. nobody eats mobile phones
B. every person use mobile phone
C. every person keep the mobile in hand
        choice: 
         B) Everyone uses a cellphone"
0, Houses are found in lakes. ,"#statement:  Houses are found in lakes. 

        Select the most corresponding reason why this statement is against common sense:
        A. Tim's house is very big.
B. Houses are places that people live in and people don't live in lakes.
C. There are some fished in the lakes.
        choice: 
         B"
0, A dead man still has many senses ,"#statement:  A dead man still has many senses 

        Select the most corresponding reason why this statement is against common sense:
        A. A blind man can have senses but a dead man is not living
B. Blind men are people too
C. blind men can eat dead things
        choice: 
         (A)"
0, Put the baby in the driver seat. ,"#statement:  Put the baby in the driver seat. 

        Select the most corresponding reason why this statement is against common sense:
        A. The baby climbs to his father in the driver seat.
B. Putting the baby in the driver seat is dangerous.
C. The driver seat of a car attracts that baby.
        choice: 
         B"
0, He uses dumbbells for data typing work. ,"#statement:  He uses dumbbells for data typing work. 

        Select the most corresponding reason why this statement is against common sense:
        A. dumbbells and data typing work are different things.
B. dumbbells are used for a workout in the gym
C. dumbbells have different weight
        choice: 
         (A)"
0, it is safe to touch liquid nitrogen ,"#statement:  it is safe to touch liquid nitrogen 

        Select the most corresponding reason why this statement is against common sense:
        A. liquid nitrogen will cause damage to human skin
B. liquid nitrogen can be used to refrigerate food
C. liquid nitrogen is made of nitrogen
        choice: 
         (A) Liquid Nitrogen Will Cause Damage To Human Skin"
0," The ant stepped on the child, which killed it. ","#statement:  The ant stepped on the child, which killed it. 

        Select the most corresponding reason why this statement is against common sense:
        A. Ants can lift one hundred times their body weight.
B. A child can be mean and destructive.
C. An ant is small and cannot step on a child.
        choice: 
         (D) All of above"
0, He opened a can opener with a can opener. ,"#statement:  He opened a can opener with a can opener. 

        Select the most corresponding reason why this statement is against common sense:
        A. a can opener is made of metal.
B. a can opener cannot be opened.
C. a can can be opened without an opener
        choice: 
         C)a can can be openned Without An Opner"
0, James put the babies in the dog house. ,"#statement:  James put the babies in the dog house. 

        Select the most corresponding reason why this statement is against common sense:
        A. Dog can live in houses with babies.
B. Babies live in houses.
C. A baby may climb into a dog house.
        choice: 
         (A)"
0, he put a cat in the freezer ,"#statement:  he put a cat in the freezer 

        Select the most corresponding reason why this statement is against common sense:
        A. a cat would die in a freezer
B. The inside of the freezer is cold
C. cats do not like water
        choice: 
         B"
0, The elephant jumped into the car. ,"#statement:  The elephant jumped into the car. 

        Select the most corresponding reason why this statement is against common sense:
        A. Cars have tires.
B. Elephants are bigger than cars.
C. Elephants have feet.
        choice: 
         (A)"
0, crackhead does not take drugs ,"#statement:  crackhead does not take drugs 

        Select the most corresponding reason why this statement is against common sense:
        A. crackhead is a term for drug addicts
B. crackhead is often delirious
C. drug is harmful to people
        choice: 
         (A)"
0, Leena eats almost 1000 bananas daily as his morning breakfast. ,"#statement:  Leena eats almost 1000 bananas daily as his morning breakfast. 

        Select the most corresponding reason why this statement is against common sense:
        A. A person can eat a maximum of up to about 100 bananas.
B. The bananas are so tiny just like sugar grains.
C. Leena counts the bananas in multiples of 100.
        choice: 
         (A)"
0, An electrician generates electricity. ,"#statement:  An electrician generates electricity. 

        Select the most corresponding reason why this statement is against common sense:
        A. Electricity can be generated.
B. An electrician uses electricity, but does not create it.
C. Electricians work with electricity.
        choice: 
         B"
0, he was swimming in Hawaii ,"#statement:  he was swimming in Hawaii 

        Select the most corresponding reason why this statement is against common sense:
        A. Hawaii is a good place to swim
B. Many people go to Hawaii in winter
C. It is too dangerous to swim to Hawaii
        choice: 
         (A)"
0, scissors are used to cut through rivers ,"#statement:  scissors are used to cut through rivers 

        Select the most corresponding reason why this statement is against common sense:
        A. scissors cannot cut a liquid
B. scissors can cut many things
C. scissors cannot cut hard things
        choice: 
         (A)"
0, A sandwich eats me. ,"#statement:  A sandwich eats me. 

        Select the most corresponding reason why this statement is against common sense:
        A. people usually are larger than a sandwich
B. some people don't like eating a sandwich
C. A sandwich isn't alive and doesn't have a mouth to eat something.
        choice: 
         (insert your answer)"
0, Daniel performed woefully behind others because he's the most intelligent and brilliant in his class ,"#statement:  Daniel performed woefully behind others because he's the most intelligent and brilliant in his class 

        Select the most corresponding reason why this statement is against common sense:
        A. Most Intelligent and brilliant students in a class perform better than others.
B. Intelligence and brilliance doesn't make you pass or fail exams.
C. Teachers are like intelligence and brilliant students.
        choice: 
         (A)"
0, The Management People were happy hearing the Protest news ,"#statement:  The Management People were happy hearing the Protest news 

        Select the most corresponding reason why this statement is against common sense:
        A. the protestors were dancing before the management people to make them happy
B. the management people were eating with the Protestors
C. No management will be happy when there is a protest against them
        choice: 
         (D) All of above"
0, She put a pig in her pocket. ,"#statement:  She put a pig in her pocket. 

        Select the most corresponding reason why this statement is against common sense:
        A. Pigs are usually pink while a pocket is jeans.
B. his pocket looks like a cute pig
C. A pig is much bigger than a pocket.
        choice: 
         (A)"
0, The cow went to college to study art. ,"#statement:  The cow went to college to study art. 

        Select the most corresponding reason why this statement is against common sense:
        A. The meat from cows is called beef.
B. Cows appear in many different colors.
C. Cows can't get accepted into college.
        choice: 
         (D) All of above"
0, Asia is part of Dubai ,"#statement:  Asia is part of Dubai 

        Select the most corresponding reason why this statement is against common sense:
        A. Asia has many other cities except Dubai
B. Asian people like to travel to Dubai
C. Dubai is a city, but Asia is a continent.
        choice: 
         (A)"
0, She takes a bath after wearing her running shoes. ,"#statement:  She takes a bath after wearing her running shoes. 

        Select the most corresponding reason why this statement is against common sense:
        A. No one takes a bath wearing running shoes because they will be damaged by water.
B. Shoes are different in color and size.
C. Running with shoes is good for the foot.
        choice: 
         (A)"
0, A FISH WALKS IN THE STREET ,"#statement:  A FISH WALKS IN THE STREET 

        Select the most corresponding reason why this statement is against common sense:
        A. FISH AND STREET ARE SAME IN COLOR
B. FISH CANNOT LIVE WITHOUT WATER
C. FISH AND STREETS ARE NOT FRIENDS
        choice: 
         ( ) B"
0, surveys have been known to harm children ,"#statement:  surveys have been known to harm children 

        Select the most corresponding reason why this statement is against common sense:
        A. surveys tend to waste electricity
B. surveys cannot cause physical harm
C. surveys are always in form of questions
        choice: 
         B) Surveys can't cause any kind of direct or indirect bodily injury, so they won’t physically hurt a child"
0, Women are usually larger than men. ,"#statement:  Women are usually larger than men. 

        Select the most corresponding reason why this statement is against common sense:
        A. Women are generally smaller than men.
B. Women can be fat.
C. Men can be fat.
        choice: 
         (A)"
0, dinner is for dancing at ,"#statement:  dinner is for dancing at 

        Select the most corresponding reason why this statement is against common sense:
        A. You can go dancing after dinner
B. Someone is dancing in the hall when you are having dinner
C. a dinner is for eating meals
        choice: 
         (A)"
0, The best wood is made out of metal. ,"#statement:  The best wood is made out of metal. 

        Select the most corresponding reason why this statement is against common sense:
        A. Wood and metal have a different color.
B. Metal and wood come from the same place.
C. Wood is a material than can not be made out of any other material.
        choice: 
         B) Metal and wood do indeed originate in similar places, such as forests or mines; however they are fundamentally distinct materials with their own unique properties that cannot simply interchange one another"
0, Roses are blue and violets are red ,"#statement:  Roses are blue and violets are red 

        Select the most corresponding reason why this statement is against common sense:
        A. Each flower has a determined color that is very difficult to change naturally
B. Roses and violets are flowers that are either red or blue
C. blue Flowers cannot be roses and the red ones cannot be violated
        choice: 
         (A)"
0, The kangaroos are common to every continent. ,"#statement:  The kangaroos are common to every continent. 

        Select the most corresponding reason why this statement is against common sense:
        A. Kangaroos in the wild are only found in Australia.
B. Kangaroos have pockets,  so they can inhabit anywhere.
C. Australia is an island continent,  and Kangaroos cannot swim,
        choice: 
         (A)"
0, dancers just arrived at the accident scene to rescue the victims ,"#statement:  dancers just arrived at the accident scene to rescue the victims 

        Select the most corresponding reason why this statement is against common sense:
        A. dancers have never learned the knowledge and skills related to first aid
B. dancers move around mostly with a band
C. usually only a trained dancer can do the splits.
        choice: 
         (A)"
0, Sandwich made a turkey. ,"#statement:  Sandwich made a turkey. 

        Select the most corresponding reason why this statement is against common sense:
        A. Sandwich and turkeys can both be eaten.
B. Sandwich can be made with tuna.
C. Sandwich is an inanimate object.
        choice: 
         (A)"
0, My father can take a high jump up to 200m. ,"#statement:  My father can take a high jump up to 200m. 

        Select the most corresponding reason why this statement is against common sense:
        A. My father can run 200m with jumping easily
B. Some people run 200m as preparation before jumping
C. Human body isn't strong enough to jump to 200m.
        choice: 
         (A)"
0, Heaven is horrible ,"#statement:  Heaven is horrible 

        Select the most corresponding reason why this statement is against common sense:
        A. Heaven is meant to be a paradise. Therefore, it cannot be horrible
B. Heaven does not exist
C. People want to go to heaven
        choice: 
         (A)"
0, She went to the museum next weekend. ,"#statement:  She went to the museum next weekend. 

        Select the most corresponding reason why this statement is against common sense:
        A. Last weekend is in the past and next weekend is in the future.
B. You can't do something that hasn't happened yet.
C. Last weekend is predictable and next weekend is unpredictable.
        choice: 
         (A)"
0, I was on date with lion yesterday. ,"#statement:  I was on date with lion yesterday. 

        Select the most corresponding reason why this statement is against common sense:
        A. I had a happy time with my friends.
B. Lion is a fierce animal and he can eat me.
C. The lion is the king of the animal.
        choice: 
         B"
0, My mom always cuts my fish's hair. ,"#statement:  My mom always cuts my fish's hair. 

        Select the most corresponding reason why this statement is against common sense:
        A. Mom can't fit in the aquarium, and the fish can't sit in the salon's chair.
B. Fish don't have any hair.
C. After cutting her hair, my mother went to buy some fishes
        choice: 
         B"
0, It is OK to take hot things out of the oven without using an oven mitten. ,"#statement:  It is OK to take hot things out of the oven without using an oven mitten. 

        Select the most corresponding reason why this statement is against common sense:
        A. You can burn yourself if you take hot things out of the oven with your bare hands.
B. As long as you take it out of the oven quickly, it is just fine not to use a oven mitten.
C. If the food has only been in the oven for 15 minutes or so, then go ahead and take it out without using an oven mitten.
        choice: 
         B"
0, He put a pony in the lock. ,"#statement:  He put a pony in the lock. 

        Select the most corresponding reason why this statement is against common sense:
        A. A pony is much larger than a lock.
B. Ponies are usually colored while the locks are golden.
C. A pony does not open locks.
        choice: 
         (A)"
0, Banks lend money without any interest ,"#statement:  Banks lend money without any interest 

        Select the most corresponding reason why this statement is against common sense:
        A. Banks have a lot of money
B. Banks give money
C. Banks make money from lending money
        choice: 
         (D) All banks are non-profit organizations"
0, He drinks white glue in breakfast ,"#statement:  He drinks white glue in breakfast 

        Select the most corresponding reason why this statement is against common sense:
        A. nobody eats glue
B. glue is transparent
C. glue is useful
        choice: 
         (A) Nobody Eat Glue"
0, Peter is sleeping towards the bus stop ,"#statement:  Peter is sleeping towards the bus stop 

        Select the most corresponding reason why this statement is against common sense:
        A. it is unusual to sleep towards the bus stop
B. Peter fell asleep waiting for the bus because of tiredness
C. he missed the final bus though he had run so fast
        choice: 
         (A) It's unlikely that a person would fall asleep at such an inconvenient location, especially if they are expecting or planning on taking public transportation nearby"
0, The teachers scolded the principal. ,"#statement:  The teachers scolded the principal. 

        Select the most corresponding reason why this statement is against common sense:
        A. The principal is a male and the teachers are female.
B. Principal eat with teachers
C. The teacher can't able to scold the principal.
        choice: 
         (D) All of above"
0, He put on a bike. ,"#statement:  He put on a bike. 

        Select the most corresponding reason why this statement is against common sense:
        A. He put a basket on the bike.
B. Bikes don't wear clothes
C. The bike is not cloth for people to put on
        choice: 
         (A)"
0, She put the filing cabinet into the papers. ,"#statement:  She put the filing cabinet into the papers. 

        Select the most corresponding reason why this statement is against common sense:
        A. Papers are fragile than the filing cabinet.
B. Nothing can be put into the paper.
C. Filing cabinets are usually gray while papers are white.
        choice: 
         (A)"
0, My bird is about forty feet tall. ,"#statement:  My bird is about forty feet tall. 

        Select the most corresponding reason why this statement is against common sense:
        A. There are big birds and small birds
B. No bird is 40 feet tall.
C. Birds have many different colors.
        choice: 
         B"
0, No one drinks milk because you cannot absorb nutrients from it. ,"#statement:  No one drinks milk because you cannot absorb nutrients from it. 

        Select the most corresponding reason why this statement is against common sense:
        A. Milk is not the only thing that people drink.
B. Milk is different from water
C. Milk is a common beverage that people drink in order to get calcium and protein.
        choice: 
         (A)"
0, He cut the onion with a spoon ,"#statement:  He cut the onion with a spoon 

        Select the most corresponding reason why this statement is against common sense:
        A. Spoons are too blunt to cut an onion
B. onion is round and spoons are round
C. spoons are harder than onion
        choice: 
         (A)Spoon's are too dull, they can not be used as cutting tool"
0, The man who flies a plane is called a conductor. ,"#statement:  The man who flies a plane is called a conductor. 

        Select the most corresponding reason why this statement is against common sense:
        A. The train can take you to the plane.
B. You can find good service on a plane.
C. Conductors operate trains.
        choice: 
         (A)"
0, He is wearing gloves on his feet. ,"#statement:  He is wearing gloves on his feet. 

        Select the most corresponding reason why this statement is against common sense:
        A. both feet and hands are human body parts.
B. both feet and hands need covering during the cold season.
C. gloves are only designed to wear on hands.
        choice: 
         (D) All of above"
0, Grizzly bears hate honey. ,"#statement:  Grizzly bears hate honey. 

        Select the most corresponding reason why this statement is against common sense:
        A. Grizzly bears have been observed taking stings from swarms of bees to access honey.
B. Honey is good for grizzly bear's growth
C. Bees cannot eat grizzly bears
        choice: 
         (A)"
0, He left the cat in the kennel. ,"#statement:  He left the cat in the kennel. 

        Select the most corresponding reason why this statement is against common sense:
        A. the kennel is the home for dogs
B. A cat can't stay in a kennel because dogs and cats hate each other.
C. there are kennels and cats
        choice: 
         B"
0, Traveling by teleporting can take quite a long time. ,"#statement:  Traveling by teleporting can take quite a long time. 

        Select the most corresponding reason why this statement is against common sense:
        A. it is impossible to travel by teleporting.
B. Teleporting sounds fantastic
C. when traveling, he is reading a book about teleporting
        choice: 
         (A) It's not possible for humans or any other living organisms to be able to teleport themselves from one place on Earth and another without passing through some kind of physical medium like air"
0, The frog has claws and a stinger on its tail. ,"#statement:  The frog has claws and a stinger on its tail. 

        Select the most corresponding reason why this statement is against common sense:
        A. Frogs typically lay their eggs in water
B. A frog is short-bodied, tailless amphibians
C. Frogs are valued as food by humans
        choice: 
         (A)"
0, peoples use a handkerchief for eyes while the bike rides ,"#statement:  peoples use a handkerchief for eyes while the bike rides 

        Select the most corresponding reason why this statement is against common sense:
        A. handkerchief has multiple colors
B. We can not make rides while people using the handkerchief for their eyes
C. handkerchief can be made by cotton
        choice: 
         B"
0, Thanks for giving days starts the new year ,"#statement:  Thanks for giving days starts the new year 

        Select the most corresponding reason why this statement is against common sense:
        A. July is right after Thanksgiving days
B. January starts the new year
C. Black Friday is more important than Thanksgiving
        choice: 
         B"
0, The counter fell off the lamp ,"#statement:  The counter fell off the lamp 

        Select the most corresponding reason why this statement is against common sense:
        A. The counter shot the lamp instead
B. The counter is too big and fixed in place
C. The counter remains on top of the lamp
        choice: 
         (D) All of above"
0, He can cook a whole elephant in a frying pan ,"#statement:  He can cook a whole elephant in a frying pan 

        Select the most corresponding reason why this statement is against common sense:
        A. the Whole Elephant is bigger than a pan
B. elephants do not know how to cook
C. an elephant can not lift a frying pan
        choice: 
         B"
0, Rocks may float when placed in water. ,"#statement:  Rocks may float when placed in water. 

        Select the most corresponding reason why this statement is against common sense:
        A. Rocks are always denser than water.
B. Rocks can be visible on streams of water.
C. Rocks are often found in the water.
        choice: 
         (A)"
0, he likes to drink motor oil ,"#statement:  he likes to drink motor oil 

        Select the most corresponding reason why this statement is against common sense:
        A. he will die if he drinks motor oil
B. he goes to buy motor oil after drinking
C. The motor oil is too cold for the car
        choice: 
         (A) He Will Die If He Drinks Motor Oil"
0, The bowling ball is swimming in the pond. ,"#statement:  The bowling ball is swimming in the pond. 

        Select the most corresponding reason why this statement is against common sense:
        A. Bowling balls cannot swim, because they don't have fins.
B. Bowling balls are heavy and sink.
C. A bowling ball can be polished.
        choice: 
         (A)"
0, He put bricks in the oven for baking ,"#statement:  He put bricks in the oven for baking 

        Select the most corresponding reason why this statement is against common sense:
        A. Bricks are made up of clay, used for building congratulations
B. Bricks are baked in a big furnace, not in the oven
C. Bricks is not an eating item
        choice: 
         B"
0, he kept his prized horse in his pocket and had it taken care by a florist ,"#statement:  he kept his prized horse in his pocket and had it taken care by a florist 

        Select the most corresponding reason why this statement is against common sense:
        A. this pocket is made from horsehide
B. a horse doesn't fit in a pocket
C. a florist kept his prized flowers in his pocket
        choice: 
         B"
0," It might rain later today,  be sure to grab your breakfast before you leave. ","#statement:  It might rain later today,  be sure to grab your breakfast before you leave. 

        Select the most corresponding reason why this statement is against common sense:
        A. Breakfast is a meal,  it will not keep you dry from rain.
B. Breakfast is eaten in the morning,  but lunch is a meal you eat later in the day.
C. It won't rain until tomorrow,  not today.
        choice: 
         (A)"
0, We do not use the internet in today's generation. ,"#statement:  We do not use the internet in today's generation. 

        Select the most corresponding reason why this statement is against common sense:
        A. the Internet is not created today
B. Today there are some people trying to make the Internet more useful
C. the Internet is a helpful tool which is widely used today.
        choice: 
         (D) All of above"
0, There are top hats in the freezer ,"#statement:  There are top hats in the freezer 

        Select the most corresponding reason why this statement is against common sense:
        A. Top hats should be kept at room temperature
B. she wears a top hat and goes to buy a refrige
C. the top hat has the same color as the refrige
        choice: 
         (A)Top Hats Should Be Kept At Room Temperature"
0, Most people sleep in a shoe. ,"#statement:  Most people sleep in a shoe. 

        Select the most corresponding reason why this statement is against common sense:
        A. A human is larger than a shoe.
B. Socks are soft and cleaner than dirty hard shoes
C. He wears shoes while sleeping.
        choice: 
         (A)"
0, Many ships are sunk when they enter Canada. ,"#statement:  Many ships are sunk when they enter Canada. 

        Select the most corresponding reason why this statement is against common sense:
        A. I can hear the Canadian national anthem.
B. Canadian ships are famous all over the world
C. Ships require water to sink, and Canada is land.
        choice: 
         (D) All of above"
