,statement,choice
0, Women are usually larger than men. ,"Select the most corresponding reason why the statement is against common sense:
A. Women are generally smaller than men.
B. Women can be fat.
C. Men can be fat.
#statement:  Women are usually larger than men. 
choice:  A"
0, dinner is for dancing at ,"Select the most corresponding reason why the statement is against common sense:
A. You can go dancing after dinner
B. Someone is dancing in the hall when you are having dinner
C. a dinner is for eating meals
#statement:  dinner is for dancing at 
choice:  B"
0, The best wood is made out of metal. ,"Select the most corresponding reason why the statement is against common sense:
A. Wood and metal have a different color.
B. Metal and wood come from the same place.
C. Wood is a material than can not be made out of any other material.
#statement:  The best wood is made out of metal. 
choice:  A"
0, Roses are blue and violets are red ,"Select the most corresponding reason why the statement is against common sense:
A. Each flower has a determined color that is very difficult to change naturally
B. Roses and violets are flowers that are either red or blue
C. blue Flowers cannot be roses and the red ones cannot be violated
#statement:  Roses are blue and violets are red 
choice:  C"
0, The kangaroos are common to every continent. ,"Select the most corresponding reason why the statement is against common sense:
A. Kangaroos in the wild are only found in Australia.
B. Kangaroos have pockets,  so they can inhabit anywhere.
C. Australia is an island continent,  and Kangaroos cannot swim,
#statement:  The kangaroos are common to every continent. 
choice:  B"
0, dancers just arrived at the accident scene to rescue the victims ,"Select the most corresponding reason why the statement is against common sense:
A. dancers have never learned the knowledge and skills related to first aid
B. dancers move around mostly with a band
C. usually only a trained dancer can do the splits.
#statement:  dancers just arrived at the accident scene to rescue the victims 
choice:  A"
0, Sandwich made a turkey. ,"Select the most corresponding reason why the statement is against common sense:
A. Sandwich and turkeys can both be eaten.
B. Sandwich can be made with tuna.
C. Sandwich is an inanimate object.
#statement:  Sandwich made a turkey. 
choice:  B"
0, My father can take a high jump up to 200m. ,"Select the most corresponding reason why the statement is against common sense:
A. My father can run 200m with jumping easily
B. Some people run 200m as preparation before jumping
C. Human body isn't strong enough to jump to 200m.
#statement:  My father can take a high jump up to 200m. 
choice:  C"
0, Heaven is horrible ,"Select the most corresponding reason why the statement is against common sense:
A. Heaven is meant to be a paradise. Therefore, it cannot be horrible
B. Heaven does not exist
C. People want to go to heaven
#statement:  Heaven is horrible 
choice:  A"
0, She went to the museum next weekend. ,"Select the most corresponding reason why the statement is against common sense:
A. Last weekend is in the past and next weekend is in the future.
B. You can't do something that hasn't happened yet.
C. Last weekend is predictable and next weekend is unpredictable.
#statement:  She went to the museum next weekend. 
choice:  B"
0, I was on date with lion yesterday. ,"Select the most corresponding reason why the statement is against common sense:
A. I had a happy time with my friends.
B. Lion is a fierce animal and he can eat me.
C. The lion is the king of the animal.
#statement:  I was on date with lion yesterday. 
choice:  B"
0, My mom always cuts my fish's hair. ,"Select the most corresponding reason why the statement is against common sense:
A. Mom can't fit in the aquarium, and the fish can't sit in the salon's chair.
B. Fish don't have any hair.
C. After cutting her hair, my mother went to buy some fishes
#statement:  My mom always cuts my fish's hair. 
choice:  C) aftercuttingherhair ,my motherswentbuyfishto"
0, It is OK to take hot things out of the oven without using an oven mitten. ,"Select the most corresponding reason why the statement is against common sense:
A. You can burn yourself if you take hot things out of the oven with your bare hands.
B. As long as you take it out of the oven quickly, it is just fine not to use a oven mitten.
C. If the food has only been in the oven for 15 minutes or so, then go ahead and take it out without using an oven mitten.
#statement:  It is OK to take hot things out of the oven without using an oven mitten. 
choice:  C"
0, He put a pony in the lock. ,"Select the most corresponding reason why the statement is against common sense:
A. A pony is much larger than a lock.
B. Ponies are usually colored while the locks are golden.
C. A pony does not open locks.
#statement:  He put a pony in the lock. 
choice:  C"
0, Banks lend money without any interest ,"Select the most corresponding reason why the statement is against common sense:
A. Banks have a lot of money
B. Banks give money
C. Banks make money from lending money
#statement:  Banks lend money without any interest 
choice:  C) banks make money form lending mone"
0, He drinks white glue in breakfast ,"Select the most corresponding reason why the statement is against common sense:
A. nobody eats glue
B. glue is transparent
C. glue is useful
#statement:  He drinks white glue in breakfast 
choice:  C) Glue is Useful"
0, Peter is sleeping towards the bus stop ,"Select the most corresponding reason why the statement is against common sense:
A. it is unusual to sleep towards the bus stop
B. Peter fell asleep waiting for the bus because of tiredness
C. he missed the final bus though he had run so fast
#statement:  Peter is sleeping towards the bus stop 
choice:  B"
0, The teachers scolded the principal. ,"Select the most corresponding reason why the statement is against common sense:
A. The principal is a male and the teachers are female.
B. Principal eat with teachers
C. The teacher can't able to scold the principal.
#statement:  The teachers scolded the principal. 
choice:  C)The Teacher cannot be able to Scold the principle because it goes Against Common Sense"
0, He put on a bike. ,"Select the most corresponding reason why the statement is against common sense:
A. He put a basket on the bike.
B. Bikes don't wear clothes
C. The bike is not cloth for people to put on
#statement:  He put on a bike. 
choice:  A"
0, She put the filing cabinet into the papers. ,"Select the most corresponding reason why the statement is against common sense:
A. Papers are fragile than the filing cabinet.
B. Nothing can be put into the paper.
C. Filing cabinets are usually gray while papers are white.
#statement:  She put the filing cabinet into the papers. 
choice:  A"
0, My bird is about forty feet tall. ,"Select the most corresponding reason why the statement is against common sense:
A. There are big birds and small birds
B. No bird is 40 feet tall.
C. Birds have many different colors.
#statement:  My bird is about forty feet tall. 
choice:  B -No bird is  40feet tall"
0, No one drinks milk because you cannot absorb nutrients from it. ,"Select the most corresponding reason why the statement is against common sense:
A. Milk is not the only thing that people drink.
B. Milk is different from water
C. Milk is a common beverage that people drink in order to get calcium and protein.
#statement:  No one drinks milk because you cannot absorb nutrients from it. 
choice:  A, B or C?"
0, He cut the onion with a spoon ,"Select the most corresponding reason why the statement is against common sense:
A. Spoons are too blunt to cut an onion
B. onion is round and spoons are round
C. spoons are harder than onion
#statement:  He cut the onion with a spoon 
choice:  A"
0, The man who flies a plane is called a conductor. ,"Select the most corresponding reason why the statement is against common sense:
A. The train can take you to the plane.
B. You can find good service on a plane.
C. Conductors operate trains.
#statement:  The man who flies a plane is called a conductor. 
choice:  A"
0, He is wearing gloves on his feet. ,"Select the most corresponding reason why the statement is against common sense:
A. both feet and hands are human body parts.
B. both feet and hands need covering during the cold season.
C. gloves are only designed to wear on hands.
#statement:  He is wearing gloves on his feet. 
choice:  C) Gloves are not meant for footwear, they're primarily used as hand coverings"
0, Grizzly bears hate honey. ,"Select the most corresponding reason why the statement is against common sense:
A. Grizzly bears have been observed taking stings from swarms of bees to access honey.
B. Honey is good for grizzly bear's growth
C. Bees cannot eat grizzly bears
#statement:  Grizzly bears hate honey. 
choice:  A"
0, He left the cat in the kennel. ,"Select the most corresponding reason why the statement is against common sense:
A. the kennel is the home for dogs
B. A cat can't stay in a kennel because dogs and cats hate each other.
C. there are kennels and cats
#statement:  He left the cat in the kennel. 
choice:  B"
0, Traveling by teleporting can take quite a long time. ,"Select the most corresponding reason why the statement is against common sense:
A. it is impossible to travel by teleporting.
B. Teleporting sounds fantastic
C. when traveling, he is reading a book about teleporting
#statement:  Traveling by teleporting can take quite a long time. 
choice:  A"
0, The frog has claws and a stinger on its tail. ,"Select the most corresponding reason why the statement is against common sense:
A. Frogs typically lay their eggs in water
B. A frog is short-bodied, tailless amphibians
C. Frogs are valued as food by humans
#statement:  The frog has claws and a stinger on its tail. 
choice:  B - ""a frog is an animal with four legs"""
0, peoples use a handkerchief for eyes while the bike rides ,"Select the most corresponding reason why the statement is against common sense:
A. handkerchief has multiple colors
B. We can not make rides while people using the handkerchief for their eyes
C. handkerchief can be made by cotton
#statement:  peoples use a handkerchief for eyes while the bike rides 
choice:  B"
0, Thanks for giving days starts the new year ,"Select the most corresponding reason why the statement is against common sense:
A. July is right after Thanksgiving days
B. January starts the new year
C. Black Friday is more important than Thanksgiving
#statement:  Thanks for giving days starts the new year 
choice:  A, B or C)"
0, The counter fell off the lamp ,"Select the most corresponding reason why the statement is against common sense:
A. The counter shot the lamp instead
B. The counter is too big and fixed in place
C. The counter remains on top of the lamp
#statement:  The counter fell off the lamp 
choice:  C, ""The counter remained on top of the lamps"""
0, He can cook a whole elephant in a frying pan ,"Select the most corresponding reason why the statement is against common sense:
A. the Whole Elephant is bigger than a pan
B. elephants do not know how to cook
C. an elephant can not lift a frying pan
#statement:  He can cook a whole elephant in a frying pan 
choice:  C) An elephant cannot lifting a Fryin Pan"
0, Rocks may float when placed in water. ,"Select the most corresponding reason why the statement is against common sense:
A. Rocks are always denser than water.
B. Rocks can be visible on streams of water.
C. Rocks are often found in the water.
#statement:  Rocks may float when placed in water. 
choice:  B"
0, he likes to drink motor oil ,"Select the most corresponding reason why the statement is against common sense:
A. he will die if he drinks motor oil
B. he goes to buy motor oil after drinking
C. The motor oil is too cold for the car
#statement:  he likes to drink motor oil 
choice:  B - He Goes To Buy Motor Oil After Drinking"
0, The bowling ball is swimming in the pond. ,"Select the most corresponding reason why the statement is against common sense:
A. Bowling balls cannot swim, because they don't have fins.
B. Bowling balls are heavy and sink.
C. A bowling ball can be polished.
#statement:  The bowling ball is swimming in the pond. 
choice:  B - It sinks"
0, He put bricks in the oven for baking ,"Select the most corresponding reason why the statement is against common sense:
A. Bricks are made up of clay, used for building congratulations
B. Bricks are baked in a big furnace, not in the oven
C. Bricks is not an eating item
#statement:  He put bricks in the oven for baking 
choice:  B -Bricks aren't typically placed inside or near any type of heated appliance like stoves and especially never into Ovens because they can be damaged by heat from those sources"
0, he kept his prized horse in his pocket and had it taken care by a florist ,"Select the most corresponding reason why the statement is against common sense:
A. this pocket is made from horsehide
B. a horse doesn't fit in a pocket
C. a florist kept his prized flowers in his pocket
#statement:  he kept his prized horse in his pocket and had it taken care by a florist 
choice:  C"
0," It might rain later today,  be sure to grab your breakfast before you leave. ","Select the most corresponding reason why the statement is against common sense:
A. Breakfast is a meal,  it will not keep you dry from rain.
B. Breakfast is eaten in the morning,  but lunch is a meal you eat later in the day.
C. It won't rain until tomorrow,  not today.
#statement:  It might rain later today,  be sure to grab your breakfast before you leave. 
choice:  A"
0, We do not use the internet in today's generation. ,"Select the most corresponding reason why the statement is against common sense:
A. the Internet is not created today
B. Today there are some people trying to make the Internet more useful
C. the Internet is a helpful tool which is widely used today.
#statement:  We do not use the internet in today's generation. 
choice:  A - The internet was invented long ago and has been around for decades, so it cannot be considered new anymore"
0, There are top hats in the freezer ,"Select the most corresponding reason why the statement is against common sense:
A. Top hats should be kept at room temperature
B. she wears a top hat and goes to buy a refrige
C. the top hat has the same color as the refrige
#statement:  There are top hats in the freezer 
choice:  C) The top hat has the same colour with fridge"
0, Most people sleep in a shoe. ,"Select the most corresponding reason why the statement is against common sense:
A. A human is larger than a shoe.
B. Socks are soft and cleaner than dirty hard shoes
C. He wears shoes while sleeping.
#statement:  Most people sleep in a shoe. 
choice:  C)He wear's sock when he sleeps"
0, Many ships are sunk when they enter Canada. ,"Select the most corresponding reason why the statement is against common sense:
A. I can hear the Canadian national anthem.
B. Canadian ships are famous all over the world
C. Ships require water to sink, and Canada is land.
#statement:  Many ships are sunk when they enter Canada. 
choice:  C)Ship requires Water To Sink And Cananda Is Land"
0, the fish is fishing ,"Select the most corresponding reason why the statement is against common sense:
A. the man fishes all day and gain a lot of fishes
B. fish does not how to fish
C. some people do not like fishing
#statement:  the fish is fishing 
choice:  B - Fish doesn't know How To Fish"
0, He put the basketball inside a cup ,"Select the most corresponding reason why the statement is against common sense:
A. The basketball is bigger than the cup
B. People can buy basketballs and cups in supermarkets
C. There is an image of basketball on the cup
#statement:  He put the basketball inside a cup 
choice:  A"
0, The last thing you do when you leave the home is curling your hair. ,"Select the most corresponding reason why the statement is against common sense:
A. you leave the home to curl your hair
B. There are many things to do before you curl your hair
C. Curling your hair would be something you do before you leave the home.
#statement:  The last thing you do when you leave the home is curling your hair. 
choice:  C)Curling your hairwould b e somethin gyou d obeforey ou l ev elhe hom"
0, She washed the car in the sink. ,"Select the most corresponding reason why the statement is against common sense:
A. A car is bigger than a sink.
B. Cars are usually dry while the sinks are wet.
C. A car can not wash a dish.
#statement:  She washed the car in the sink. 
choice:  B"
0, the baby held a grizzly bear ,"Select the most corresponding reason why the statement is against common sense:
A. a grizzly bear is bigger than a baby
B. a baby would be eaten by a grizzly bear
C. a grizzly baby bear is cute
#statement:  the baby held a grizzly bear 
choice:  B"
0, She hung a post-it note on her pin-board using a cockroach ,"Select the most corresponding reason why the statement is against common sense:
A. Cockroaches are difficult to kill
B. Cockroaches cannot be used to hang up post-it notes on pin-boards
C. You cannot hang a post-it note on a pin-board
#statement:  She hung a post-it note on her pin-board using a cockroach 
choice:  B"
0," It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her snowsuit to work. ","Select the most corresponding reason why the statement is against common sense:
A. Receptionists don't wear snowsuits to work,  and people do not generally wear snowsuits in August.
B. Toronto has a lot of snow during the winter
C. Snowsuits can make you very warm
#statement:  It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her snowsuit to work. 
choice:  A"
0, He flew the airplane to Jupiter ,"Select the most corresponding reason why the statement is against common sense:
A. Airplanes cannot fly in space
B. Airplanes occasionally offer snacks during travel
C. Airplanes taxi on the runway before takeoff
#statement:  He flew the airplane to Jupiter 
choice:  A"
0, The sky is underground ,"Select the most corresponding reason why the statement is against common sense:
A. The underground has a different color with the sky
B. There is an underground club named sky
C. The sky is always above the ground
#statement:  The sky is underground 
choice:  C)The Sky Is Always Above Ground"
0, Its cooler in Arizona than anywhere in the USA. ,"Select the most corresponding reason why the statement is against common sense:
A. Arizona is mostly all desert and hot
B. Arizona is always sunshine
C. he met a hot lady in Arizona
#statement:  Its cooler in Arizona than anywhere in the USA. 
choice:  C) He Met A Hot Lady In Az"
0, A graphics tablet enables VR games to be played on a computer ,"Select the most corresponding reason why the statement is against common sense:
A. Designers can use graphics tablets to make VR games
B. A graphics tablet does not process game graphics and will not display in VR
C. There will be VR graphics tablet in the future
#statement:  A graphics tablet enables VR games to be played on a computer 
choice:  B - ""a Graphics Tablet Does Not Process Game Graphic And Will Not Display In Virtual Reality"""
0, My sister visited art museum with her zebra ,"Select the most corresponding reason why the statement is against common sense:
A. Some museums exhibit paintings with zebra
B. there are zebra crossings in the art museum
C. Animals are forbidden to enter the museum
#statement:  My sister visited art museum with her zebra 
choice:  B"
0, the library has only one storybook ,"Select the most corresponding reason why the statement is against common sense:
A. the library contains not only storybooks but other types books
B. the library has a lot of useful books
C. He bought a book from that library
#statement:  the library has only one storybook 
choice:  A, B or C?"
0, Jack lost his giraffe ,"Select the most corresponding reason why the statement is against common sense:
A. a person can meet with giraffes in the zoo
B. commons don't have giraffes
C. a giraffe will not eat meat
#statement:  Jack lost his giraffe 
choice:  B - Commonly, people do no t lose their pet animals like dogs or cats but they may sell them to zoos and wildlife sanctuaries for conservation purposes"
0," Dogs can come in many different colors such as red, blue, and green. ","Select the most corresponding reason why the statement is against common sense:
A. Different people like different breeds of dogs�
B. Dogs can run.
C. Almost no dogs have bright colors
#statement:  Dogs can come in many different colors such as red, blue, and green. 
choice:  B - This option does not make any logical or scientifically accurate claims about dog coloration patterns"
0, She put an ice cream in the oven. ,"Select the most corresponding reason why the statement is against common sense:
A. if you put ice cream in the oven, it melts.
B. ice cream has different color with the oven
C. ice cream is smaller than oven
#statement:  She put an ice cream in the oven. 
choice:  A"
0, TORTOISE RUNS FASTER THAN CAT ,"Select the most corresponding reason why the statement is against common sense:
A. cats are always living on the land, and tortoise sometimes are living in the water
B. Both cats and tortoises are animals
C. Tortoise runs very slow, but cats run very fast
#statement:  TORTOISE RUNS FASTER THAN CAT 
choice:  (D) It's a joke or meme"
0, He put a motorcycle in his wallet ,"Select the most corresponding reason why the statement is against common sense:
A. I have a large motorcycle in my garage
B. A motorcycle is bigger than a wallet
C. Wallets can be used to keep money
#statement:  He put a motorcycle in his wallet 
choice:  C - Wallets are for keeping cash"
0, Video games are not fun ,"Select the most corresponding reason why the statement is against common sense:
A. Video games are fun because it's a source of entertainment
B. Video games can turn you into a 3D object
C. Video games can turn you into a vampire bat
#statement:  Video games are not fun 
choice:  B"
0, She was drinking from a plate ,"Select the most corresponding reason why the statement is against common sense:
A. the plate was round
B. the plate was white
C. a plate is flat
#statement:  She was drinking from a plate 
choice:  C) A plate is flat"
0, My car is going to the church service ,"Select the most corresponding reason why the statement is against common sense:
A. Cars do not attend church services
B. Not everyone goes to church
C. A car needs to be driven
#statement:  My car is going to the church service 
choice:  B -Not Everyone Goes To Church"
0, She was interviewed after she got the offer ,"Select the most corresponding reason why the statement is against common sense:
A. She was excited to get the offer
B. Interview is important
C. The interview comes earlier than the offer
#statement:  She was interviewed after she got the offer 
choice:  C"
0," if he is retarded,  he will pass the examination ","Select the most corresponding reason why the statement is against common sense:
A. passing examination is very easy for some
B. examination is conducted to screen retards
C. some people always pass in examination
#statement:  if he is retarded,  he will pass the examination 
choice:  B - Examination Is Conducted To Screen Retard"
0, we drove our car for 40000 miles before having to stop for an oil refill ,"Select the most corresponding reason why the statement is against common sense:
A. we stop to refill our car by oil
B. our car drove us for miles before having to stop to oil us
C. no car in the world can have so long miles of autonomy
#statement:  we drove our car for 40000 miles before having to stop for an oil refill 
choice:  B"
0, The woman had her hair cut at the hardware store. ,"Select the most corresponding reason why the statement is against common sense:
A. A hardware store can't fit inside a hair salon.
B. A woman can't get her hair cut by a hardware store employee's name tag.
C. Hardware stores don't cut people's hair.
#statement:  The woman had her hair cut at the hardware store. 
choice:  C) Hardware Stores Don’t Cut People Hair"
0, You are likely to find Rice bags in shoe shops ,"Select the most corresponding reason why the statement is against common sense:
A. Rice bags will be available in Grocery shops rather than shoe shops
B. Rice is white and shoes are of leather
C. Rice bags are usually bigger than shoes
#statement:  You are likely to find Rice bags in shoe shops 
choice:  A, B or C"
0, She came off walking across the Pacific ocean ,"Select the most corresponding reason why the statement is against common sense:
A. Walking besides water may wet your shoes
B. It's impossible to walk on the water
C. Frog-mans can walking under the water
#statement:  She came off walking across the Pacific ocean 
choice:  B - it’s impossible for a human being to stroll over an enormous body of saltwater like that"
0, A rainbow can appear on the ground ,"Select the most corresponding reason why the statement is against common sense:
A. Rainbows appear as an arc of many colors
B. A rainbow is not an object and cannot be physically approached
C. A rainbow occurs in the sky
#statement:  A rainbow can appear on the ground 
choice:  B - ""Rainbows are not objects that exist independently, they only occur when light passes through water droplets at a specific angle."""
0, Birds do not fly ,"Select the most corresponding reason why the statement is against common sense:
A. Most the birds can fly, but sheep can not
B. Sheep are not birds
C. Sheep and birds are animals
#statement:  Birds do not fly 
choice:  A"
0, she threw the football to the batter ,"Select the most corresponding reason why the statement is against common sense:
A. footballs are oddly shaped
B. there are no batters in football games
C. the batter likes to kick the ball
#statement:  she threw the football to the batter 
choice:  C"
0, You are unlikely to ever find a book in the library. ,"Select the most corresponding reason why the statement is against common sense:
A. libraries are made to hold books and that is the reason they exist.
B. Librarians work with a lot of books
C. some libraries also sell books
#statement:  You are unlikely to ever find a book in the library. 
choice:  A"
0, He put a snake on pizza. ,"Select the most corresponding reason why the statement is against common sense:
A. A snake usually lives on the forest while pizza is made by humans
B. A snake is an animal while pizza is comfort food
C. A snake cannot eat a pizza,
#statement:  He put a snake on pizza. 
choice:  C) The idea that he placed a live snake inside his oven to cook it with cheese and tomato sauce goes agaisnt our understanding of how snakes behave or what"
0, I sliced the strong meat with my Kitchen spoon. ,"Select the most corresponding reason why the statement is against common sense:
A. Spoons are not used for slicing food like a knife.
B. A spoon can hold some liquid while a knife cannot.
C. A spoon is not sharp and can be used by babies but not so with a knife.
#statement:  I sliced the strong meat with my Kitchen spoon. 
choice:  B"
0, The giraffe likes to ride  bicycle ,"Select the most corresponding reason why the statement is against common sense:
A. giraffes have legs and bicycles have wheels
B. Giraffes are living creatures and bicycles are not
C. bicycles are designed for humans
#statement:  The giraffe likes to ride  bicycle 
choice:  A"
0, She started a fire in the fridge. ,"Select the most corresponding reason why the statement is against common sense:
A. Fridges are cold, while fires are hot.
B. She shouldn't start a fire in the fridge.
C. Fridges cannot fly.
#statement:  She started a fire in the fridge. 
choice:  B - It goes Against Common Sense"
0, School is where animals go to dance ,"Select the most corresponding reason why the statement is against common sense:
A. animals don't go to school
B. Some animals don't like to dance
C. animals are displayed in that school
#statement:  School is where animals go to dance 
choice:  B - some Animals Don’T Like To Dance"
0, Drinking beers makes the girl become an alien ,"Select the most corresponding reason why the statement is against common sense:
A. beers are nice to drink at the pub
B. some people believe that there are some aliens
C. there is no evidence that aliens existed
#statement:  Drinking beers makes the girl become an alien 
choice:  C) There's No Evidence That Aliens Existed"
0, if you want to have a pear then you should go to the toilet ,"Select the most corresponding reason why the statement is against common sense:
A. having a pear in the toilet is disgusting
B. the toilet is white while the pear is green
C. there is no pear in the toilet
#statement:  if you want to have a pear then you should go to the toilet 
choice:  A"
0, Colgate is a brand of beer ,"Select the most corresponding reason why the statement is against common sense:
A. I have never heard of the word Colgate
B. Colgate is a popular brand of oral hygiene products,  not beer
C. I look up the word collage in the dictionary
#statement:  Colgate is a brand of beer 
choice:  B"
0, She made a clown make a shirt ,"Select the most corresponding reason why the statement is against common sense:
A. Clowns don't make shirts for a living
B. Clowns don't have opposable thumbs
C. clowns don't like this shirt
#statement:  She made a clown make a shirt 
choice:  B"
0," For Lunch, I made an armadillo sandwich for my husband. ","Select the most corresponding reason why the statement is against common sense:
A. armadillo meat isn't sold at the grocery store.
B. The word armadillo means ""little armored one"" in Spanish
C. Armadillos are New World placental mammals in the order Cingulata.
#statement:  For Lunch, I made an armadillo sandwich for my husband. 
choice:  A"
0, I wore a notebook to work. ,"Select the most corresponding reason why the statement is against common sense:
A. A notebook isn't worn.
B. notebooks are white.
C. The notebook is for work
#statement:  I wore a notebook to work. 
choice:  C) Notebook"
0, An old car is expensive. ,"Select the most corresponding reason why the statement is against common sense:
A. An old car can be repaired.
B. An old car might have a lot of miles so it should be more affordable.
C. An old car was built on the assembly line.
#statement:  An old car is expensive. 
choice:  B"
0," if you want fresh fruits and vegetables, you should destroy them ","Select the most corresponding reason why the statement is against common sense:
A. you will get nothing after destroying the fruits and vegetables
B. the fruits and vegetables are sold in the supermarket
C. severe weather can destroy fresh fruits and vegetables
#statement:  if you want fresh fruits and vegetables, you should destroy them 
choice:  A - You won't Get anything After Destroying Fresh Produce"
0, I want a dirty house ,"Select the most corresponding reason why the statement is against common sense:
A. His house is really dirty
B. No one wants to live in a dirty house
C. People needs to clean their dirty houses
#statement:  I want a dirty house 
choice:  A - his House Is Really Dirty"
0, Cat runs faster than a cheetah ,"Select the most corresponding reason why the statement is against common sense:
A. The cheetah is an atypical member of the cat family
B. The Cat That Looks Like A Cheetah
C. The cheetah is the world's fastest land animal
#statement:  Cat runs faster than a cheetah 
choice:  B"
0, All mammals have fingerprints. ,"Select the most corresponding reason why the statement is against common sense:
A. Mammals are warm-blooded animals, and most of them have some type of hair on their bodies.
B. Some animals even not have fingers
C. Fingerprints are a good way to catch a criminal.
#statement:  All mammals have fingerprints. 
choice:  C)Fingertips do noe grow back if they get injured or cut off"
0," If it is a sunny day, you would have gotten wet ","Select the most corresponding reason why the statement is against common sense:
A. Usually a sunny day don't cause to wet
B. People prefer to walk during a sunny day
C. People feel mess if they are wet
#statement:  If it is a sunny day, you would have gotten wet 
choice:  A - usually an Sunny Day doesn’t make one get Wet"
0, she ran toward the dangerous-looking man in the alley ,"Select the most corresponding reason why the statement is against common sense:
A. it is scary when something dangerous is moving toward you
B. you can move away from danger quickly or slowly
C. it is prudent to move away from danger
#statement:  she ran toward the dangerous-looking man in the alley 
choice:  A"
0, Cats played cards last night. ,"Select the most corresponding reason why the statement is against common sense:
A. I don't have cats and cards
B. I have two cats.
C. Cards is a game for people play.
#statement:  Cats played cards last night. 
choice:  B"
0, Leafs are useless ,"Select the most corresponding reason why the statement is against common sense:
A. Leafs are always green
B. Leafs are an essential element to make food in plants
C. We can see many leaves in one plant
#statement:  Leafs are useless 
choice:  C) we cannot find a single leaf on any of our known planets, including Earth and Mars"
0, you can go swimming and fishing at a zoo ,"Select the most corresponding reason why the statement is against common sense:
A. you can drive a car to the zoo
B. some fish are swimming in a zoo
C. there is no place for swimming in a zoo
#statement:  you can go swimming and fishing at a zoo 
choice:  C) There's not anyplace where one could engage in aquatic activities like going swimming or angling inside of zoos because they do so primarily as places that keep animals captive"
0, Elephants life at the north-pole. ,"Select the most corresponding reason why the statement is against common sense:
A. Elephants do not like penguins.
B. Elephants live in warm regions.
C. Elephants are grey and can not hide in the snow.
#statement:  Elephants life at the north-pole. 
choice:  B - elephant's don’t typically inhabit cold climates, such as those found near or around both poles of Earth (the North Pole & South pole)."
0, I decided to pack my microwave into my suitcase ,"Select the most corresponding reason why the statement is against common sense:
A. my suitcase is leopard and my microwave is yellow
B. I plan to cook my pizza rolls in the microwave
C. no one takes their kitchen appliances on vacation with them
#statement:  I decided to pack my microwave into my suitcase 
choice:  B -I Plan To Cook My Pizz Roll In The Microwav"
0, Doctors do not have to study too much ,"Select the most corresponding reason why the statement is against common sense:
A. there are many doctors
B. the doctor did not study well in campus
C. Medicine is a difficult course and study is needed
#statement:  Doctors do not have to study too much 
choice:  B"
0, A brave cat saved a drowning child this morning at Zion Beach! ,"Select the most corresponding reason why the statement is against common sense:
A. Many people like cats
B. Cats dislike water.
C. Cats have four legs.
#statement:  A brave cat saved a drowning child this morning at Zion Beach! 
choice:  B - The fact that many animals, including humans and other mammals are able to swim does not necessarily mean they enjoy it or would choose to do so in every situation"
0, He put a giraffe in the pantry. ,"Select the most corresponding reason why the statement is against common sense:
A. A giraffe is too tall to be put in a pantry.
B. Giraffes look different from pantries.
C. A giraffe has a life but a pantry doesn't.
#statement:  He put a giraffe in the pantry. 
choice:  C) The fact that it goes against what we normally expect or assume about something, based on our everyday experiences and observations of how things work"
0," It was very hot,  so she put on her snowsuit and then ran and jumped into the pool. ","Select the most corresponding reason why the statement is against common sense:
A. Usually, snowsuits will have a discount on hot days
B. Snowsuits are too warm to wear in the heat.
C. People don't swim in a snowsuit.
#statement:  It was very hot,  so she put on her snowsuit and then ran and jumped into the pool. 
choice:  B"
0, I close my eyes to drive safely ,"Select the most corresponding reason why the statement is against common sense:
A. driving and closing eyes are related to one and other
B. safely close your eyes to drive safely and go early
C. you cant be safe when you close your eyes while driving
#statement:  I close my eyes to drive safely 
choice:  C) You can't be safe when you close your eyes while driving"
0, my boyfriend drinks diesel after breakfast every day ,"Select the most corresponding reason why the statement is against common sense:
A. diesel is put in cars
B. diesel is expensive now
C. diesel can kill you if you drink it
#statement:  my boyfriend drinks diesel after breakfast every day 
choice:  C"
0, I and the goats had a nice barbecue yesterday ,"Select the most corresponding reason why the statement is against common sense:
A. goats don't eat meat
B. Some people barbecue every day
C. You can barbecue goat meat
#statement:  I and the goats had a nice barbecue yesterday 
choice:  C) you can barbqcue GoaT meAt"
0, There are whales in a big city ,"Select the most corresponding reason why the statement is against common sense:
A. There are trees in a big city
B. Whales are precious
C. Whales live in the ocean
#statement:  There are whales in a big city 
choice:  A - ""There are trees in a big city"""
0, she put the ice cream in the oven ,"Select the most corresponding reason why the statement is against common sense:
A. the ice cream will melt in the oven
B. the ice cream is soft while the oven is hard
C. the oven is usually bigger than the ice cream
#statement:  she put the ice cream in the oven 
choice:  A, B or C?"
0, The vegetarian ate a big dinner of horse meat and vegetables from the garden. ,"Select the most corresponding reason why the statement is against common sense:
A. Vegetarians don't eat meat.
B. Horsemeat does not grow in a garden.
C. Even carnivores don't eat horse meat.
#statement:  The vegetarian ate a big dinner of horse meat and vegetables from the garden. 
choice:  C)Even Carnivore doesn’t EAT Horse Meat"
0, London goes in this bus. ,"Select the most corresponding reason why the statement is against common sense:
A. London being a city will not move.
B. London cannot fit into a bus.
C. London people are familiar with the red bus.
#statement:  London goes in this bus. 
choice:  B -London can't be fitted inside of it"
