,Unnamed: 0,statement,choice,choices
503,503, dinner is for dancing at ,C,"A. You can go dancing after dinner
B. Someone is dancing in the hall when you are having dinner
C. a dinner is for eating meals"
504,504, The best wood is made out of metal. ,C,"A. Wood and metal have a different color.
B. Metal and wood come from the same place.
C. Wood is a material than can not be made out of any other material."
505,505, Roses are blue and violets are red ,A,"A. Each flower has a determined color that is very difficult to change naturally
B. Roses and violets are flowers that are either red or blue
C. blue Flowers cannot be roses and the red ones cannot be violated"
506,506, The kangaroos are common to every continent. ,A,"A. Kangaroos in the wild are only found in Australia.
B. Kangaroos have pockets,  so they can inhabit anywhere.
C. Australia is an island continent,  and Kangaroos cannot swim,"
507,507, dancers just arrived at the accident scene to rescue the victims ,A,"A. dancers have never learned the knowledge and skills related to first aid
B. dancers move around mostly with a band
C. usually only a trained dancer can do the splits."
508,508, Sandwich made a turkey. ,C,"A. Sandwich and turkeys can both be eaten.
B. Sandwich can be made with tuna.
C. Sandwich is an inanimate object."
509,509, My father can take a high jump up to 200m. ,C,"A. My father can run 200m with jumping easily
B. Some people run 200m as preparation before jumping
C. Human body isn't strong enough to jump to 200m."
510,510, Heaven is horrible ,A,"A. Heaven is meant to be a paradise. Therefore, it cannot be horrible
B. Heaven does not exist
C. People want to go to heaven"
511,511, She went to the museum next weekend. ,B,"A. Last weekend is in the past and next weekend is in the future.
B. You can't do something that hasn't happened yet.
C. Last weekend is predictable and next weekend is unpredictable."
512,512, I was on date with lion yesterday. ,B,"A. I had a happy time with my friends.
B. Lion is a fierce animal and he can eat me.
C. The lion is the king of the animal."
513,513, My mom always cuts my fish's hair. ,B,"A. Mom can't fit in the aquarium, and the fish can't sit in the salon's chair.
B. Fish don't have any hair.
C. After cutting her hair, my mother went to buy some fishes"
514,514, It is OK to take hot things out of the oven without using an oven mitten. ,A,"A. You can burn yourself if you take hot things out of the oven with your bare hands.
B. As long as you take it out of the oven quickly, it is just fine not to use a oven mitten.
C. If the food has only been in the oven for 15 minutes or so, then go ahead and take it out without using an oven mitten."
515,515, He put a pony in the lock. ,A,"A. A pony is much larger than a lock.
B. Ponies are usually colored while the locks are golden.
C. A pony does not open locks."
516,516, Banks lend money without any interest ,C,"A. Banks have a lot of money
B. Banks give money
C. Banks make money from lending money"
517,517, He drinks white glue in breakfast ,A,"A. nobody eats glue
B. glue is transparent
C. glue is useful"
518,518, Peter is sleeping towards the bus stop ,A,"A. it is unusual to sleep towards the bus stop
B. Peter fell asleep waiting for the bus because of tiredness
C. he missed the final bus though he had run so fast"
519,519, The teachers scolded the principal. ,C,"A. The principal is a male and the teachers are female.
B. Principal eat with teachers
C. The teacher can't able to scold the principal."
520,520, He put on a bike. ,C,"A. He put a basket on the bike.
B. Bikes don't wear clothes
C. The bike is not cloth for people to put on"
521,521, She put the filing cabinet into the papers. ,B,"A. Papers are fragile than the filing cabinet.
B. Nothing can be put into the paper.
C. Filing cabinets are usually gray while papers are white."
522,522, My bird is about forty feet tall. ,B,"A. There are big birds and small birds
B. No bird is 40 feet tall.
C. Birds have many different colors."
523,523, No one drinks milk because you cannot absorb nutrients from it. ,C,"A. Milk is not the only thing that people drink.
B. Milk is different from water
C. Milk is a common beverage that people drink in order to get calcium and protein."
524,524, He cut the onion with a spoon ,A,"A. Spoons are too blunt to cut an onion
B. onion is round and spoons are round
C. spoons are harder than onion"
525,525, The man who flies a plane is called a conductor. ,C,"A. The train can take you to the plane.
B. You can find good service on a plane.
C. Conductors operate trains."
526,526, He is wearing gloves on his feet. ,C,"A. both feet and hands are human body parts.
B. both feet and hands need covering during the cold season.
C. gloves are only designed to wear on hands."
527,527, Grizzly bears hate honey. ,B,"A. Grizzly bears have been observed taking stings from swarms of bees to access honey.
B. Honey is good for grizzly bear's growth
C. Bees cannot eat grizzly bears"
528,528, He left the cat in the kennel. ,B,"A. the kennel is the home for dogs
B. A cat can't stay in a kennel because dogs and cats hate each other.
C. there are kennels and cats"
529,529, Traveling by teleporting can take quite a long time. ,A,"A. it is impossible to travel by teleporting.
B. Teleporting sounds fantastic
C. when traveling, he is reading a book about teleporting"
530,530, The frog has claws and a stinger on its tail. ,B,"A. Frogs typically lay their eggs in water
B. A frog is short-bodied, tailless amphibians
C. Frogs are valued as food by humans"
531,531, peoples use a handkerchief for eyes while the bike rides ,B,"A. handkerchief has multiple colors
B. We can not make rides while people using the handkerchief for their eyes
C. handkerchief can be made by cotton"
532,532, Thanks for giving days starts the new year ,B,"A. July is right after Thanksgiving days
B. January starts the new year
C. Black Friday is more important than Thanksgiving"
533,533, The counter fell off the lamp ,B,"A. The counter shot the lamp instead
B. The counter is too big and fixed in place
C. The counter remains on top of the lamp"
534,534, He can cook a whole elephant in a frying pan ,A,"A. the Whole Elephant is bigger than a pan
B. elephants do not know how to cook
C. an elephant can not lift a frying pan"
535,535, Rocks may float when placed in water. ,A,"A. Rocks are always denser than water.
B. Rocks can be visible on streams of water.
C. Rocks are often found in the water."
536,536, he likes to drink motor oil ,A,"A. he will die if he drinks motor oil
B. he goes to buy motor oil after drinking
C. The motor oil is too cold for the car"
537,537, The bowling ball is swimming in the pond. ,A,"A. Bowling balls cannot swim, because they don't have fins.
B. Bowling balls are heavy and sink.
C. A bowling ball can be polished."
538,538, He put bricks in the oven for baking ,B,"A. Bricks are made up of clay, used for building congratulations
B. Bricks are baked in a big furnace, not in the oven
C. Bricks is not an eating item"
539,539, he kept his prized horse in his pocket and had it taken care by a florist ,B,"A. this pocket is made from horsehide
B. a horse doesn't fit in a pocket
C. a florist kept his prized flowers in his pocket"
540,540," It might rain later today,  be sure to grab your breakfast before you leave. ",A,"A. Breakfast is a meal,  it will not keep you dry from rain.
B. Breakfast is eaten in the morning,  but lunch is a meal you eat later in the day.
C. It won't rain until tomorrow,  not today."
541,541, We do not use the internet in today's generation. ,C,"A. the Internet is not created today
B. Today there are some people trying to make the Internet more useful
C. the Internet is a helpful tool which is widely used today."
542,542, There are top hats in the freezer ,A,"A. Top hats should be kept at room temperature
B. she wears a top hat and goes to buy a refrige
C. the top hat has the same color as the refrige"
543,543, Most people sleep in a shoe. ,A,"A. A human is larger than a shoe.
B. Socks are soft and cleaner than dirty hard shoes
C. He wears shoes while sleeping."
544,544, Many ships are sunk when they enter Canada. ,C,"A. I can hear the Canadian national anthem.
B. Canadian ships are famous all over the world
C. Ships require water to sink, and Canada is land."
545,545, the fish is fishing ,B,"A. the man fishes all day and gain a lot of fishes
B. fish does not how to fish
C. some people do not like fishing"
546,546, He put the basketball inside a cup ,A,"A. The basketball is bigger than the cup
B. People can buy basketballs and cups in supermarkets
C. There is an image of basketball on the cup"
547,547, The last thing you do when you leave the home is curling your hair. ,C,"A. you leave the home to curl your hair
B. There are many things to do before you curl your hair
C. Curling your hair would be something you do before you leave the home."
548,548, She washed the car in the sink. ,A,"A. A car is bigger than a sink.
B. Cars are usually dry while the sinks are wet.
C. A car can not wash a dish."
549,549, the baby held a grizzly bear ,B,"A. a grizzly bear is bigger than a baby
B. a baby would be eaten by a grizzly bear
C. a grizzly baby bear is cute"
550,550, She hung a post-it note on her pin-board using a cockroach ,B,"A. Cockroaches are difficult to kill
B. Cockroaches cannot be used to hang up post-it notes on pin-boards
C. You cannot hang a post-it note on a pin-board"
551,551," It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her snowsuit to work. ",A,"A. Receptionists don't wear snowsuits to work,  and people do not generally wear snowsuits in August.
B. Toronto has a lot of snow during the winter
C. Snowsuits can make you very warm"
552,552, He flew the airplane to Jupiter ,A,"A. Airplanes cannot fly in space
B. Airplanes occasionally offer snacks during travel
C. Airplanes taxi on the runway before takeoff"
553,553, The sky is underground ,C,"A. The underground has a different color with the sky
B. There is an underground club named sky
C. The sky is always above the ground"
554,554, Its cooler in Arizona than anywhere in the USA. ,A,"A. Arizona is mostly all desert and hot
B. Arizona is always sunshine
C. he met a hot lady in Arizona"
555,555, A graphics tablet enables VR games to be played on a computer ,B,"A. Designers can use graphics tablets to make VR games
B. A graphics tablet does not process game graphics and will not display in VR
C. There will be VR graphics tablet in the future"
556,556, My sister visited art museum with her zebra ,C,"A. Some museums exhibit paintings with zebra
B. there are zebra crossings in the art museum
C. Animals are forbidden to enter the museum"
557,557, the library has only one storybook ,B,"A. the library contains not only storybooks but other types books
B. the library has a lot of useful books
C. He bought a book from that library"
558,558, Jack lost his giraffe ,B,"A. a person can meet with giraffes in the zoo
B. commons don't have giraffes
C. a giraffe will not eat meat"
559,559," Dogs can come in many different colors such as red, blue, and green. ",C,"A. Different people like different breeds of dogs�
B. Dogs can run.
C. Almost no dogs have bright colors"
560,560, She put an ice cream in the oven. ,A,"A. if you put ice cream in the oven, it melts.
B. ice cream has different color with the oven
C. ice cream is smaller than oven"
561,561, TORTOISE RUNS FASTER THAN CAT ,C,"A. cats are always living on the land, and tortoise sometimes are living in the water
B. Both cats and tortoises are animals
C. Tortoise runs very slow, but cats run very fast"
562,562, He put a motorcycle in his wallet ,B,"A. I have a large motorcycle in my garage
B. A motorcycle is bigger than a wallet
C. Wallets can be used to keep money"
563,563, Video games are not fun ,A,"A. Video games are fun because it's a source of entertainment
B. Video games can turn you into a 3D object
C. Video games can turn you into a vampire bat"
564,564, She was drinking from a plate ,C,"A. the plate was round
B. the plate was white
C. a plate is flat"
565,565, My car is going to the church service ,A,"A. Cars do not attend church services
B. Not everyone goes to church
C. A car needs to be driven"
566,566, She was interviewed after she got the offer ,C,"A. She was excited to get the offer
B. Interview is important
C. The interview comes earlier than the offer"
567,567," if he is retarded,  he will pass the examination ",B,"A. passing examination is very easy for some
B. examination is conducted to screen retards
C. some people always pass in examination"
568,568, we drove our car for 40000 miles before having to stop for an oil refill ,C,"A. we stop to refill our car by oil
B. our car drove us for miles before having to stop to oil us
C. no car in the world can have so long miles of autonomy"
569,569, The woman had her hair cut at the hardware store. ,C,"A. A hardware store can't fit inside a hair salon.
B. A woman can't get her hair cut by a hardware store employee's name tag.
C. Hardware stores don't cut people's hair."
570,570, You are likely to find Rice bags in shoe shops ,A,"A. Rice bags will be available in Grocery shops rather than shoe shops
B. Rice is white and shoes are of leather
C. Rice bags are usually bigger than shoes"
571,571, She came off walking across the Pacific ocean ,B,"A. Walking besides water may wet your shoes
B. It's impossible to walk on the water
C. Frog-mans can walking under the water"
572,572, A rainbow can appear on the ground ,C,"A. Rainbows appear as an arc of many colors
B. A rainbow is not an object and cannot be physically approached
C. A rainbow occurs in the sky"
573,573, Birds do not fly ,A,"A. Most the birds can fly, but sheep can not
B. Sheep are not birds
C. Sheep and birds are animals"
574,574, she threw the football to the batter ,B,"A. footballs are oddly shaped
B. there are no batters in football games
C. the batter likes to kick the ball"
575,575, You are unlikely to ever find a book in the library. ,A,"A. libraries are made to hold books and that is the reason they exist.
B. Librarians work with a lot of books
C. some libraries also sell books"
576,576, He put a snake on pizza. ,B,"A. A snake usually lives on the forest while pizza is made by humans
B. A snake is an animal while pizza is comfort food
C. A snake cannot eat a pizza,"
577,577, I sliced the strong meat with my Kitchen spoon. ,A,"A. Spoons are not used for slicing food like a knife.
B. A spoon can hold some liquid while a knife cannot.
C. A spoon is not sharp and can be used by babies but not so with a knife."
578,578, The giraffe likes to ride  bicycle ,C,"A. giraffes have legs and bicycles have wheels
B. Giraffes are living creatures and bicycles are not
C. bicycles are designed for humans"
579,579, She started a fire in the fridge. ,B,"A. Fridges are cold, while fires are hot.
B. She shouldn't start a fire in the fridge.
C. Fridges cannot fly."
580,580, School is where animals go to dance ,A,"A. animals don't go to school
B. Some animals don't like to dance
C. animals are displayed in that school"
581,581, Drinking beers makes the girl become an alien ,C,"A. beers are nice to drink at the pub
B. some people believe that there are some aliens
C. there is no evidence that aliens existed"
582,582, if you want to have a pear then you should go to the toilet ,C,"A. having a pear in the toilet is disgusting
B. the toilet is white while the pear is green
C. there is no pear in the toilet"
583,583, Colgate is a brand of beer ,B,"A. I have never heard of the word Colgate
B. Colgate is a popular brand of oral hygiene products,  not beer
C. I look up the word collage in the dictionary"
584,584, She made a clown make a shirt ,A,"A. Clowns don't make shirts for a living
B. Clowns don't have opposable thumbs
C. clowns don't like this shirt"
585,585," For Lunch, I made an armadillo sandwich for my husband. ",A,"A. armadillo meat isn't sold at the grocery store.
B. The word armadillo means ""little armored one"" in Spanish
C. Armadillos are New World placental mammals in the order Cingulata."
586,586, I wore a notebook to work. ,A,"A. A notebook isn't worn.
B. notebooks are white.
C. The notebook is for work"
587,587, An old car is expensive. ,B,"A. An old car can be repaired.
B. An old car might have a lot of miles so it should be more affordable.
C. An old car was built on the assembly line."
588,588," if you want fresh fruits and vegetables, you should destroy them ",A,"A. you will get nothing after destroying the fruits and vegetables
B. the fruits and vegetables are sold in the supermarket
C. severe weather can destroy fresh fruits and vegetables"
589,589, I want a dirty house ,B,"A. His house is really dirty
B. No one wants to live in a dirty house
C. People needs to clean their dirty houses"
590,590, Cat runs faster than a cheetah ,C,"A. The cheetah is an atypical member of the cat family
B. The Cat That Looks Like A Cheetah
C. The cheetah is the world's fastest land animal"
591,591, All mammals have fingerprints. ,B,"A. Mammals are warm-blooded animals, and most of them have some type of hair on their bodies.
B. Some animals even not have fingers
C. Fingerprints are a good way to catch a criminal."
592,592," If it is a sunny day, you would have gotten wet ",A,"A. Usually a sunny day don't cause to wet
B. People prefer to walk during a sunny day
C. People feel mess if they are wet"
593,593, she ran toward the dangerous-looking man in the alley ,C,"A. it is scary when something dangerous is moving toward you
B. you can move away from danger quickly or slowly
C. it is prudent to move away from danger"
594,594, Cats played cards last night. ,C,"A. I don't have cats and cards
B. I have two cats.
C. Cards is a game for people play."
595,595, Leafs are useless ,B,"A. Leafs are always green
B. Leafs are an essential element to make food in plants
C. We can see many leaves in one plant"
596,596, you can go swimming and fishing at a zoo ,C,"A. you can drive a car to the zoo
B. some fish are swimming in a zoo
C. there is no place for swimming in a zoo"
597,597, Elephants life at the north-pole. ,B,"A. Elephants do not like penguins.
B. Elephants live in warm regions.
C. Elephants are grey and can not hide in the snow."
598,598, I decided to pack my microwave into my suitcase ,C,"A. my suitcase is leopard and my microwave is yellow
B. I plan to cook my pizza rolls in the microwave
C. no one takes their kitchen appliances on vacation with them"
599,599, Doctors do not have to study too much ,C,"A. there are many doctors
B. the doctor did not study well in campus
C. Medicine is a difficult course and study is needed"
600,600, A brave cat saved a drowning child this morning at Zion Beach! ,B,"A. Many people like cats
B. Cats dislike water.
C. Cats have four legs."
601,601, He put a giraffe in the pantry. ,A,"A. A giraffe is too tall to be put in a pantry.
B. Giraffes look different from pantries.
C. A giraffe has a life but a pantry doesn't."
602,602," It was very hot,  so she put on her snowsuit and then ran and jumped into the pool. ",C,"A. Usually, snowsuits will have a discount on hot days
B. Snowsuits are too warm to wear in the heat.
C. People don't swim in a snowsuit."
603,603, I close my eyes to drive safely ,C,"A. driving and closing eyes are related to one and other
B. safely close your eyes to drive safely and go early
C. you cant be safe when you close your eyes while driving"
604,604, my boyfriend drinks diesel after breakfast every day ,C,"A. diesel is put in cars
B. diesel is expensive now
C. diesel can kill you if you drink it"
605,605, I and the goats had a nice barbecue yesterday ,A,"A. goats don't eat meat
B. Some people barbecue every day
C. You can barbecue goat meat"
606,606, There are whales in a big city ,C,"A. There are trees in a big city
B. Whales are precious
C. Whales live in the ocean"
607,607, she put the ice cream in the oven ,A,"A. the ice cream will melt in the oven
B. the ice cream is soft while the oven is hard
C. the oven is usually bigger than the ice cream"
608,608, The vegetarian ate a big dinner of horse meat and vegetables from the garden. ,A,"A. Vegetarians don't eat meat.
B. Horsemeat does not grow in a garden.
C. Even carnivores don't eat horse meat."
609,609, London goes in this bus. ,A,"A. London being a city will not move.
B. London cannot fit into a bus.
C. London people are familiar with the red bus."
610,610, Alcoholic drinks are served in bowls. ,C,"A. Alcohol is a liquid party drink drunken from the large mixing bowl
B. Mixing bowls hold a lot of Alcohol but should be served in cups
C. Alcoholic drinks are served in red cups"
611,611, he went up a valley ,C,"A. There is grass in the valley
B. the valley is big
C. valley is a depression"
612,612, the fire is cold ,B,"A. fire is both useful and dangerous to man
B. the temperature of the fire is high
C. a fire crackled on the hearth"
613,613," If you do your job badly, you will get paid regardless ",B,"A. doing different jobs will get different paid
B. Getting paid requires doing a good job
C. People want to work harder to get more paid"
614,614, You are likely to find chocolate in the wild. ,B,"A. Chocolate is tasty and loved by children
B. Chocolate is a kind of food made by a human so it doesn't exist in the wild
C. There are all kinds of creatures in the wild"
615,615, a bulb is used to cool the room ,B,"A. a bulb is round in shape
B. a bulb is used to brighten the room
C. bulbs are common in a room"
616,616, I just deposited ten tigers in the banks and will get doubled in six years. ,B,"A. The name of the bank is Tiger of India
B. We can deposit only money and gold in the bank.
C. The tiger ran into the bank"
617,617, Going to the movie is fun for animals. ,B,"A. Movies are where you can see films.
B. Animals don't go to the movies.
C. Some movies are only for adults."
618,618, My neighbor is a fish. ,B,"A. My neighbor doesn't keep fish.
B. My neighbor is human
C. Fish are delicious."
619,619, A man walked from his home to the moon. ,C,"A. Some people think the moon is the home of aliens
B. His home is smaller than the moon.
C. No one's home is on the moon"
620,620, people often use flowers to remind them of important events ,A,"A. Flowers cannot remind people of important events
B. People sometimes worry before important events
C. Flowers are beautiful"
621,621, The blind girl saw the red car. ,A,"A. Blind people can't see.
B. Red is a visible color.
C. The blind girl owns a red car."
622,622, Apples can only be found in orchards. ,B,"A. Apples can be several shades of red, yellow, and green.
B. Apples can also be found on single trees around the world.
C. Apples are fruit and can be ingested in many different forms."
623,623, a turkey is a pig ,B,"A. Turkeys are usually smaller than a pig
B. Pigs and turkeys are different animals
C. Pigs are bigger than turkeys"
624,624, Sound is always faster than light ,B,"A. Sometimes light can be seen and sound can be heard
B. Light is faster than sound in a vacuum
C. Sound cannot vibrate in light"
625,625, The woman eats a wooden sandwich. ,C,"A. Wood is generally used in furniture, while tuna in culinary dishes.
B. Wood cannot be eaten as tuna.
C. Wood is much harder than a tuna."
626,626, She throws a stove in the hat. ,C,"A. Stoves are usually come in gray, black or white, while hats come in many colors.
B. Stoves do not go on people's heads.
C. A stove is bigger than a hat."
627,627, the neighbor park their car in the middle of the street ,A,"A. parking in the middle of the street will affect the traffic
B. the neighbor parked their car and went shopping in the street
C. the neighbor lives in the corner of Park Street"
628,628, I put many elevators in the car ,C,"A. a car can carry a stated amount of goods
B. an elevator can be as heavy as a car
C. the car doesn't have as much room for things"
629,629, The man at the beach. ,A,"A. the beach is a place but not something can be eaten
B. he wants to eat something after playing on the beach
C. there is a good restaurant near to the beach"
630,630, Humans do not eat food. ,C,"A. Human need to breath.
B. Human like eat delicious food.
C. All human need to eat food to be alive."
631,631, It is beautiful to stay hydrated ,A,"A. Beauty is a subjective characteristic
B. Hydrating means to drink water
C. Everyone wants to be beautiful"
632,632, She used water to make the campfire. ,A,"A. Water cannot be used to ignite
B. the campfire is hot while the water is cool
C. after making the campfire, he drank some water"
633,633, cars are the only way to get around ,B,"A. the train is much longer than the car
B. trains are another mode of transportation
C. the train is faster than the car"
634,634, The soccer player kicked a football into the goal. ,A,"A. A soccer player does kick footballs
B. soccer players kick soccer balls, while football players kick footballs
C. soccer players are like sumo wrestlers."
635,635, The groom threw the bridal party at the bride ,B,"A. A groom is usually wearing the wedding dress
B. The bridal party is a bunch of individuals
C. the bridal party was so big and happy"
636,636, fishing nets are useful for covering a window ,A,"A. fishing nets have holes in them that leave gaps of a window uncovered
B. we only have mosquito net but no fishing nets in our house
C. fishing nets usually are larger than the windows"
637,637, The house shoved him ,C,"A. houses are friendly
B. after shoving her, he left the house
C. He shoved him out of the house"
638,638, You will probably find a front condo in a room. ,A,"A. Condos are made up of bedrooms which will likely have a front room
B. Bedrooms are made up of condominiums that will likely have a front room.
C. The front room is made up of condominiums that will likely have a bedroom."
639,639, The primary school did not accept members under the age of forty ,A,"A. primary school students are usually young children
B. primary school teaches the students basic knowledge
C. some students don't like going to primary school"
640,640, The farm is in carpet ,C,"A. The carpet on the farm is a shag rug
B. The farm produce things to make carpet
C. A carpet is smaller than the farm"
641,641, Billy kicked the frisbee into the goal ,C,"A. A frisbee is round while a goal is rectangular
B. a frisbee has no goals
C. A frisbee is meant to be thrown rather than kicked"
642,642, she bought two supermarket tickets ,A,"A. a supermarket doesn't need a ticket to enter
B. the supermarket doesn't sell the train tickets
C. she lost her ticket in the supermarket"
643,643, HE PUT A CUPBOARD IN THE OVEN ,B,"A. A CUPBOARD IS USUALLY SQUARE SHAPE
B. ""CUPBOARD CAN"" T BE HEATON IN THE OVEN""
C. CUPBOARD IS USUALLY CHEAPER THAN AN OVEN"
644,644, the boy fed the fish with a ball ,A,"A. a fish cannot swallow a ball
B. a fish is living in the water
C. the fish don't like the ball"
645,645, she keeps the camel inside the fridge. ,C,"A. camel is brown while fridge is white.
B. camel cannot eat the fridge.
C. the camel is bigger than the fridge."
646,646, The boy kicked the house. ,B,"A. He kicked his cat in his house
B. A house is too heavy for a human to kick it off
C. people live in their houses"
647,647, Spatulas are great for both hiking and fishing. ,B,"A. when hiking and fishing,  people can bring spatulas
B. Spatulas have no common uses that would contribute when hiking or fishing.
C. Spatulas are found in drawers,  not in nature."
648,648," there are only 3 colors, red, yellow and blue ",B,"A. Red, yellow and blue are three-primary colors
B. There are more than 100 colors
C. mix all colors you may get black"
649,649, my brother speaks to the house ,A,"A. house cannot have ear
B. house is used fully to speak to family
C. house is a nice place to meet"
650,650, he put an airplane on the bed ,A,"A. an airplane is bigger than a bed
B. You can't bring your bed onto an airplane
C. An airplane is more expensive than a bed"
651,651, I hike on surfboards. ,A,"A. A surfboard goes on the water, while hiking is on land.
B. he hikes to buy a surfboard
C. he brings a surfboard to hike"
652,652, He was in the backyard in Minnesota growing some burgers. ,C,"A. Burgers do not grow in Minnesota.
B. Minnesota is too cold to grill burgers.
C. The average person does not grow their burgers."
653,653, Smartphone is a device used for transportation ,C,"A. People can travel with their smartphones
B. In nowadays most people have their smartphone
C. Smartphone can be only used to communicate, for transportation people usually use automobiles"
654,654, He dried himself with a train ticket ,B,"A. A towel is larger than a train ticket
B. A towel is more absorbent than a train ticket
C. A towel is less expensive than a train ticket"
655,655, Milk contains alcohol. ,C,"A. Milk can be mixed with alcohol
B. Milk is white.
C. there is no alcohol in milk"
656,656, Books are piglets with flowers in their hair ,C,"A. You need rabbits and carrots to make a book
B. Piglets are sometimes afraid of pink flowers
C. You need paper and ink to make a book"
657,657, She strictly does not allow food into her house ,A,"A. No one can bar food into their house as everyone needs to eat
B. People make food in their house for dinner
C. Uber Eats can deliver food to your house"
658,658, My uncle runs over the waters on weekends. ,B,"A. My uncle swims in the waters on weekends.
B. No one can run on water because the surface is not solid.
C. The sand does not walk over the board."
659,659, A fish was walking on the roadside ,C,"A. Fish is in different colors
B. roadside does not eat fish
C. Fish has no legs"
660,660, Pens are for painting ,B,"A. Pens are too small
B. Pens are a writing utensil
C. pens would make a mess"
661,661," After driving for fifteen minutes, he turned on the ignition. ",B,"A. Cars have ignition.
B. A car ignition has to be turned on before the car can be driven.
C. Cars move faster when the ignition is on."
662,662, A television is something that you seat on daily. ,B,"A. Televisions slide down while people climb up.
B. Televisions are not made to withstand the weight of a human being.
C. The weight of a television far exceeds the human weight of a person."
663,663, He took the giraffe to the store ,C,"A. Giraffe cannot live in a store
B. Giraffe cannot do grocery shopping
C. The store is too small to cater to a giraffe customer"
664,664, She turned in her homework five years after it was due and got full credit ,B,"A. Homework was so difficult and she didn't submit it in time.
B. Homework must typically be turned in before the due date in order to receive full credit
C. Only you get enough credits can you graduate."
665,665, she put a horse in the washing machine ,C,"A. horse has four legs.
B. The brand of the wash machine is horse
C. horse is bigger than washing machine"
666,666, Basketball is played with pianos ,A,"A. Pianos aren't used when playing basketball
B. The pedals on a piano can't affect how fast they can dribble a ball.
C. Usually, the piano is more expensive than the piano"
667,667, He closed the blinds because it was too dark ,C,"A. The blind he bought yesterday is in dark color
B. He could not see the stars with the blinds closed
C. Blinds are used to reduce brightness, if it is dark then it should be opened"
668,668, Plants need motor oil. ,B,"A. Plants can be used to manufacture oil
B. Motor oil will kill a plant.
C. Motor oil is liquid while plants are solid"
669,669, He put a shark into the fridge. ,B,"A. sharks do not know how to use a fridge
B. A shark is much bigger than the fridge.
C. Sharks cannot eat fridge."
670,670, she went to buy a toothbrush at a flower shop ,B,"A. flower shop has colorful flowers like the brush
B. flower shop won't sell a toothbrush
C. Some peoples use flowers like brush"
671,671, The cat drank milk in the duck. ,A,"A. a cat can not stay in a duck
B. The ducks lay eggs and the cat's meow.
C. Ducks cannot drink milk"
672,672, Reading to your children can make them stronger ,A,"A. listening to what you read cannot help children to be stronger
B. Playing sports can make children stronger
C. reading a book  is a hobby"
673,673, She put her shoes on the stove in the morning. ,B,"A. Eating shoes is not healthy
B. Shoes will burn and be destroyed on the stove.
C. You cannot eat a stove while wearing shoes."
674,674, She taught Spanish to her lilac bush. ,C,"A. A lilac bush has not to use for learning Spanish.
B. There are no lilac bushes in Spain.
C. A lilac bush can not hear, speak, or understand."
675,675, He placed the table on top of the pencil ,B,"A. A pencil is usually pointy and a table is made of out wood.
B. A pencil is much smaller than a table.
C. The pencil is smaller than the table"
676,676, grandparents don't love their children ,B,"A. mothers are female
B. If mothers love their children,  then grandparents love their children as well.
C. my mother is my children's grandmother"
677,677, Her mom messed up her daughter's hair. ,B,"A. The little girl said she hates vegetables.
B. Her daughter would be judged for her hairstyle.
C. The little boy says he wants ice cream."
678,678, My window speaks very well. ,B,"A. He is speaking to the window
B. Your window cannot speak because it is an object.
C. Windows are fragile"
679,679, Jumping is very important. ,A,"A. Someone who is not skilled in jumping can also do things well
B. Jumping can make children taller
C. Some people can jump over 2 meters"
680,680, The kid took her mother to the school ,B,"A. Schools are bigger than kids
B. Parents are who take their kids to school
C. Kids are alive and schools are buildings"
681,681, Hats can protect you from an accident ,A,"A. cats are soft and can not protect you in an accident
B. the accident happened when he was on his way to buy a hat
C. after an accident, there is only a hat on the road"
682,682, he hit a helicopter over the flag ,A,"A. a helicopter is too heavy to be moved by hitting
B. helicopters use an engine to fly
C. A flag is remarkable"
683,683, I eat rocks every day for lunch. ,B,"A. Rocks are fun to throw.
B. Rocks are inedible.
C. Rocks are yellow."
684,684, The lizard climbed the ocean. ,A,"A. The lizards live on the land.
B. A ocean is blue and lizards are brown.
C. A lizard is small and an ocean is large."
685,685, A grapefruit is bigger than a pumpkin. ,B,"A. On Halloween,  people carve pumpkins.
B. Pumpkins are usually bigger than grapefruits.
C. Grapefruit juice is tasty"
686,686, it snows in summer ,C,"A. some people miss the snow in summer
B. snow is white while summer is hot
C. it's too hot to snow in summer"
687,687, I was doing my laundry at the library. ,B,"A. The library has books about laundry
B. There are no washers and dryers at the library.
C. There is laundry beside the library."
688,688, The snake sleeps on the mice that come through the alleys ,A,"A. snakes would never sleep on mice because that is their food
B. Snakes love to pretend to be a duck on Halloween
C. Mice are very fun to speak to when you are alone"
689,689, Friends have to talk to each other every day ,B,"A. Friends love sports
B. Once the relationship is established, friends can stay in contact whenever
C. Friendship is very important in life"
690,690, Stepping through the window is the usual way to enter a room. ,B,"A. The room is a square and windows made of glass.
B. People nearly always use doors when entering a room.
C. You cannot see through a windowpane made of wood into the room."
691,691," ""When she said """"Go to the store"" she meant the plane had arrived."" ",B,"A. she takes the plane to that store
B. Going to the store has no relation to the arrival of a plane.
C. the store is selling plane tickets"
692,692, He broke his leg and went to get a burger ,B,"A. His broken leg can't eat a burger
B. He would be in too much pain For a burger
C. Burger can't have a leg in it"
693,693, People take showers when they feel happy. ,A,"A. Showers aren't something related to happiness.
B. Many people take showers in bathtubs.
C. she feels so happy after taking a shower"
694,694, Ripping a paper in half creates six pieces. ,A,"A. Half means two relatively equal parts.
B. You can use scissors to rip paper.
C. You can write on a paper."
